Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Monta Ellis,25,GSW,SG,80,80,3227,18.6,0.536,0.235,0.268,1.5,8.5,4.9,23.4,2.6,0.5,12.3,28.1,4.3,1.7,6.0,0.089,1.7,-0.9,0.8,2.3,,ellismo01,2010-2011
LaMarcus Aldridge,25,POR,PF,81,81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,0.166,2.6,-0.5,2.1,3.4,NBA3,aldrila01,2010-2011
Luol Deng,25,CHI,SF,82,82,3208,15.5,0.549,0.288,0.291,4.4,12.8,8.7,11.9,1.3,1.1,10.7,20.9,4.7,5.2,9.9,0.149,1.1,0.6,1.7,3.0,DPOY-10,denglu01,2010-2011
Dorell Wright,25,GSW,SF,82,82,3147,15.0,0.539,0.450,0.199,3.1,12.6,7.8,11.6,2.0,1.5,9.6,19.3,3.9,1.8,5.8,0.088,1.3,-0.5,0.8,2.2,,wrighdo01,2010-2011
Blake Griffin,21,LAC,PF,82,82,3112,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,9.8,0.152,3.0,-0.3,2.6,3.6,MVP-10ROY-1AS,griffbl01,2010-2011
LeBron James,26,MIA,SF,79,79,3063,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,0.244,6.3,1.8,8.1,7.8,MVP-3DPOY-9ASNBA1,jamesle01,2010-2011
Kevin Durant,22,OKC,SF,78,78,3038,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12.0,0.189,5.2,-0.3,4.9,5.3,MVP-5ASNBA1,duranke01,2010-2011
Pau Gasol,30,LAL,C,82,82,3037,23.3,0.589,0.003,0.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,10.0,4.7,14.7,0.232,3.9,0.9,4.8,5.2,ASNBA2,gasolpa01,2010-2011
Derrick Rose,22,CHI,PG,81,81,3026,23.5,0.550,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,0.208,6.3,0.5,6.8,6.7,MVP-1ASNBA1,rosede01,2010-2011
Al Jefferson,26,UTA,C,82,82,2940,20.1,0.528,0.000,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,1.6,-1.0,0.6,1.9,,jeffeal01,2010-2011
Dwight Howard,25,ORL,C,78,78,2935,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,0.235,2.9,2.4,5.3,5.4,MVP-2DPOY-1ASNBA1,howardw01,2010-2011
Jrue Holiday,20,PHI,PG,82,82,2901,15.4,0.525,0.222,0.209,2.7,10.5,6.6,29.0,2.2,0.8,16.7,20.8,2.2,3.5,5.7,0.094,0.4,0.4,0.8,2.0,,holidjr01,2010-2011
Ray Allen,35,BOS,SG,80,80,2890,16.4,0.615,0.387,0.224,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,5.8,4.2,10.0,0.166,2.3,0.6,2.9,3.6,AS,allenra02,2010-2011
Brook Lopez,22,NJN,C,82,82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,1.4,-0.9,0.6,1.9,,lopezbr01,2010-2011
Chris Paul,25,NOH,PG,80,80,2880,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,13.9,0.232,4.4,2.8,7.1,6.7,MVP-13DPOY-12ASNBA3,paulch01,2010-2011
Mike Conley,23,MEM,PG,81,81,2872,15.9,0.521,0.228,0.259,1.3,9.0,5.1,28.0,2.6,0.5,14.2,19.4,3.4,3.2,6.6,0.111,0.7,0.5,1.2,2.3,,conlemi01,2010-2011
Amar'e Stoudemire,28,NYK,C,78,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,0.134,2.0,-0.6,1.4,2.4,MVP-9ASNBA2,stoudam01,2010-2011
DeMar DeRozan,21,TOR,SG,82,82,2851,14.5,0.530,0.045,0.348,3.0,10.2,6.5,8.6,1.5,0.8,9.8,23.2,2.8,0.5,3.2,0.055,-0.9,-1.5,-2.5,-0.3,,derozde01,2010-2011
Russell Westbrook,22,OKC,PG,82,82,2847,23.6,0.538,0.074,0.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,0.159,4.3,-0.1,4.2,4.4,ASNBA2,westbru01,2010-2011
Dwyane Wade,29,MIA,SG,76,76,2823,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,12.8,0.218,5.5,1.1,6.6,6.1,MVP-7DPOY-16ASNBA2,wadedw01,2010-2011
Elton Brand,31,PHI,PF,81,81,2809,18.5,0.553,0.001,0.278,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,5.1,4.4,9.4,0.161,0.7,0.6,1.3,2.4,,brandel01,2010-2011
Chris Bosh,26,MIA,PF,77,77,2795,19.4,0.569,0.024,0.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,0.177,1.4,-0.2,1.3,2.3,AS,boshch01,2010-2011
Kobe Bryant,32,LAL,SG,82,82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,5.4,-0.2,5.2,5.0,MVP-4DPOY-11ASNBA1,bryanko01,2010-2011
Boris Diaw,28,CHA,PF,82,82,2778,13.9,0.558,0.292,0.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,2.4,2.3,4.8,0.082,0.3,0.3,0.6,1.8,,diawbo01,2010-2011
Paul Pierce,33,BOS,SF,80,80,2774,19.7,0.620,0.291,0.440,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24.0,6.5,5.1,11.6,0.201,3.0,1.6,4.6,4.6,AS,piercpa01,2010-2011
Danny Granger,27,IND,SF,79,79,2763,17.8,0.554,0.323,0.370,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,3.7,3.2,6.9,0.120,2.2,-0.1,2.1,2.9,,grangda01,2010-2011
Wesley Matthews,24,POR,SG,82,69,2758,15.5,0.582,0.386,0.322,2.0,9.7,5.7,10.2,2.0,0.3,11.0,21.3,5.0,2.3,7.2,0.126,1.0,-0.1,0.9,2.0,,matthwe02,2010-2011
D.J. Augustin,23,CHA,PG,82,82,2757,15.9,0.541,0.348,0.310,1.7,8.3,4.9,31.1,1.0,0.1,12.5,21.2,4.9,1.3,6.2,0.108,1.7,-1.6,0.1,1.5,,augusdj01,2010-2011
Carmelo Anthony,26,2TM,SF,77,77,2751,21.7,0.557,0.167,0.403,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,5.4,2.5,7.9,0.138,3.2,-1.2,1.9,2.7,AS,anthoca01,2010-2011
Carmelo Anthony,26,DEN,SF,50,50,1774,21.2,0.547,0.130,0.431,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,2.8,1.9,4.7,0.127,2.4,-1.0,1.4,1.5,,anthoca01,2010-2011
Carmelo Anthony,26,NYK,SF,27,27,977,22.8,0.575,0.233,0.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31.0,2.6,0.6,3.2,0.157,4.6,-1.7,2.9,1.2,,anthoca01,2010-2011
Raymond Felton,26,2TM,SG,75,54,2737,16.6,0.524,0.327,0.240,2.0,9.2,5.6,35.8,2.3,0.3,16.6,21.6,3.6,1.8,5.4,0.094,1.6,-1.0,0.6,1.8,,feltora01,2010-2011
Raymond Felton,26,NYK,PG,54,54,2074,17.3,0.524,0.335,0.226,2.2,8.6,5.3,37.3,2.3,0.4,16.7,22.6,2.9,1.2,4.0,0.093,1.9,-1.5,0.4,1.3,,feltora01,2010-2011
Raymond Felton,26,DEN,SG,21,0,663,14.7,0.523,0.299,0.294,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,0.7,0.6,1.3,0.097,0.4,0.6,1.0,0.5,,feltora01,2010-2011
Beno Udrih,28,SAC,PG,79,64,2734,15.7,0.587,0.221,0.277,1.7,9.6,5.5,22.1,1.7,0.2,13.2,16.9,5.6,1.6,7.2,0.126,0.5,0.0,0.5,1.7,,udrihbe01,2010-2011
Zach Randolph,29,MEM,PF,75,74,2724,22.6,0.552,0.036,0.333,14.2,26.0,20.1,10.2,1.2,0.7,10.0,25.0,6.8,3.7,10.5,0.185,3.8,-1.2,2.6,3.2,NBA3,randoza01,2010-2011
Jason Richardson,30,2TM,SG,80,80,2715,15.0,0.555,0.454,0.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,3.6,3.3,6.9,0.123,1.2,0.5,1.7,2.5,,richaja01,2010-2011
Jason Richardson,30,PHO,SG,25,25,796,19.1,0.574,0.380,0.185,4.8,11.3,8.0,7.9,1.7,0.3,6.7,25.5,1.5,0.4,1.9,0.117,3.2,-1.4,1.7,0.7,,richaja01,2010-2011
Jason Richardson,30,ORL,SG,55,55,1919,13.2,0.543,0.496,0.130,2.1,11.0,6.7,9.7,1.8,0.4,8.4,18.6,2.1,2.9,5.0,0.125,0.4,1.3,1.6,1.7,,richaja01,2010-2011
Al Horford,24,ATL,C,77,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2.5,1.1,3.6,3.9,ASNBA3,horfoal01,2010-2011
Gerald Wallace,28,2TM,SF,71,63,2693,16.2,0.548,0.219,0.439,4.9,21.0,12.8,10.9,2.1,1.9,13.0,20.3,2.6,3.6,6.2,0.111,0.4,1.1,1.5,2.4,DPOY-23,wallage01,2010-2011
Gerald Wallace,28,CHA,SF,48,48,1872,15.0,0.530,0.182,0.488,4.6,21.0,12.7,10.5,1.7,2.1,12.4,20.2,1.3,2.3,3.6,0.092,-0.3,0.7,0.4,1.1,,wallage01,2010-2011
Gerald Wallace,28,POR,PF,23,15,821,18.9,0.590,0.297,0.335,5.6,21.2,13.0,11.9,3.1,1.5,14.4,20.5,1.3,1.3,2.6,0.153,1.9,2.1,3.9,1.2,,wallage01,2010-2011
Jason Kidd,37,DAL,PG,80,80,2653,14.4,0.500,0.656,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,2.5,3.9,6.4,0.116,0.9,2.0,2.8,3.3,,kiddja01,2010-2011
Andre Miller,34,POR,PG,81,81,2650,17.8,0.529,0.044,0.346,4.3,9.9,7.0,35.7,2.3,0.4,16.8,20.6,4.6,2.4,7.0,0.127,1.5,0.1,1.6,2.4,,millean02,2010-2011
Josh Smith,25,ATL,PF,77,77,2645,19.2,0.540,0.148,0.304,6.2,23.7,15.0,17.1,2.0,3.5,14.3,24.7,1.9,4.5,6.4,0.116,1.0,1.7,2.8,3.2,DPOY-25,smithjo03,2010-2011
Lamar Odom,31,LAL,PF,82,35,2639,19.4,0.589,0.199,0.275,7.8,22.2,15.2,15.5,0.9,1.8,12.2,19.7,6.1,4.0,10.1,0.184,2.8,0.8,3.5,3.7,6MOY-1,odomla01,2010-2011
David Lee,27,GSW,PF,73,73,2634,17.8,0.549,0.003,0.273,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,4.1,2.0,6.0,0.110,0.5,-0.9,-0.4,1.1,,leeda02,2010-2011
Kevin Love,22,MIN,PF,73,73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.210,5.7,-1.3,4.4,4.2,MIP-1AS,loveke01,2010-2011
John Wall,20,WAS,PG,69,64,2606,15.8,0.494,0.118,0.404,1.5,12.8,6.9,36.0,2.4,1.0,18.6,23.8,0.3,1.9,2.2,0.041,0.0,-0.8,-0.8,0.8,ROY-2,walljo01,2010-2011
Paul Millsap,25,UTA,PF,76,76,2605,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,0.143,1.6,0.3,1.9,2.5,,millspa01,2010-2011
Kevin Martin,27,HOU,SG,80,80,2603,21.4,0.601,0.362,0.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,8.0,1.5,9.5,0.175,4.3,-1.0,3.4,3.5,,martike02,2010-2011
Trevor Ariza,25,NOH,SF,75,75,2600,11.3,0.487,0.356,0.259,2.8,16.4,9.5,10.0,2.5,1.0,12.2,17.7,-0.4,3.8,3.4,0.062,-1.7,1.3,-0.4,1.0,,arizatr01,2010-2011
Marc Gasol,26,MEM,C,81,81,2586,16.8,0.580,0.010,0.425,7.1,19.4,13.1,11.6,1.5,4.3,15.1,16.9,4.0,3.9,7.9,0.146,0.3,2.0,2.3,2.8,,gasolma01,2010-2011
Jason Terry,33,DAL,SG,82,10,2564,15.9,0.545,0.322,0.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,2.8,2.5,5.3,0.100,1.0,-0.1,0.9,1.9,6MOY-2,terryja01,2010-2011
Kyle Lowry,24,HOU,PG,75,71,2563,16.5,0.550,0.424,0.310,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,5.1,1.8,7.0,0.130,2.0,0.0,2.0,2.6,,lowryky01,2010-2011
Tayshaun Prince,30,DET,SF,78,78,2562,15.1,0.511,0.098,0.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,2.9,0.4,3.3,0.062,1.0,-1.8,-0.8,0.7,,princta01,2010-2011
Joe Johnson,29,ATL,SG,72,72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24.0,1.0,0.2,10.3,26.3,2.5,1.8,4.2,0.080,1.2,-1.5,-0.3,1.1,AS,johnsjo02,2010-2011
John Salmons,31,MIL,SG,73,70,2554,12.8,0.510,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12.0,20.9,0.9,3.4,4.3,0.081,-0.9,0.7,-0.3,1.1,,salmojo01,2010-2011
Channing Frye,27,PHO,PF,77,64,2541,12.8,0.557,0.530,0.129,3.0,20.4,11.7,5.7,0.9,2.3,7.7,16.9,2.7,2.1,4.7,0.090,-0.3,0.0,-0.3,1.1,,fryech01,2010-2011
Landry Fields,22,NYK,SG,82,81,2541,13.5,0.598,0.364,0.244,4.7,18.9,11.7,9.0,1.6,0.5,13.8,13.5,3.4,1.8,5.3,0.100,0.6,-0.4,0.2,1.4,ROY-4,fieldla01,2010-2011
Hedo Türkoğlu,31,2TM,SF,81,72,2540,13.4,0.555,0.429,0.216,2.1,14.0,8.2,21.5,1.5,1.0,14.3,16.7,3.4,3.4,6.8,0.129,0.3,1.4,1.7,2.3,,turkohe01,2010-2011
Hedo Türkoğlu,31,PHO,PF,25,16,630,13.1,0.567,0.503,0.187,3.7,14.7,9.2,13.7,1.5,1.6,12.9,17.2,0.8,0.4,1.2,0.092,0.5,0.3,0.8,0.4,,turkohe01,2010-2011
Hedo Türkoğlu,31,ORL,SF,56,56,1910,13.6,0.550,0.403,0.227,1.6,13.8,7.8,24.0,1.5,0.8,14.8,16.6,2.7,3.0,5.6,0.142,0.2,1.8,2.0,1.9,,turkohe01,2010-2011
Tony Parker,28,SAS,PG,78,78,2528,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,5.8,2.4,8.2,0.156,2.3,-0.4,1.8,2.4,-MVP 12.00,parketo01,2010-2011
Rajon Rondo,24,BOS,PG,68,68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,0.126,1.6,1.4,3.1,3.2,MVP-10DPOY-5AS,rondora01,2010-2011
Nicolas Batum,22,POR,SF,80,67,2522,14.8,0.563,0.424,0.203,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,4.4,2.3,6.6,0.126,1.1,0.0,1.1,2.0,,batumni01,2010-2011
Dirk Nowitzki,32,DAL,PF,73,73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,0.213,4.3,0.8,5.1,4.5,MVP-6ASNBA2,nowitdi01,2010-2011
Steve Nash,36,PHO,PG,75,75,2497,20.8,0.601,0.253,0.307,1.8,10.2,6.0,53.1,1.0,0.1,22.4,21.4,7.3,0.7,7.9,0.153,4.7,-1.5,3.2,3.3,,nashst01,2010-2011
Stephen Curry,22,GSW,PG,74,74,2489,19.4,0.595,0.325,0.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,5.4,1.3,6.6,0.128,3.0,-0.7,2.3,2.7,,curryst01,2010-2011
Andre Iguodala,27,PHI,SF,67,67,2469,17.2,0.530,0.238,0.395,2.8,15.2,9.0,26.4,2.1,1.2,13.4,19.2,3.3,3.5,6.7,0.130,1.7,1.6,3.2,3.2,DPOY-8,iguodan01,2010-2011
Deron Williams,26,2TM,PG,65,65,2465,21.1,0.566,0.325,0.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,6.2,1.1,7.3,0.142,4.3,-1.3,3.0,3.1,AS,willide01,2010-2011
Deron Williams,26,UTA,PG,53,53,2009,22.1,0.587,0.320,0.439,1.9,10.5,6.2,43.6,1.7,0.5,16.3,26.2,5.9,0.8,6.7,0.159,5.0,-1.2,3.7,2.9,,willide01,2010-2011
Deron Williams,26,NJN,PG,12,12,456,17.0,0.463,0.349,0.343,2.0,12.5,7.1,55.9,1.8,0.5,18.1,24.2,0.3,0.3,0.6,0.066,1.4,-1.5,-0.1,0.2,,willide01,2010-2011
Richard Jefferson,30,SAS,SF,81,81,2459,12.4,0.612,0.478,0.304,2.6,11.8,7.3,6.5,0.8,1.0,11.3,15.4,3.7,2.1,5.9,0.115,0.5,-0.2,0.3,1.4,,jefferi01,2010-2011
David West,30,NOH,PF,70,70,2451,20.4,0.558,0.009,0.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,4.4,3.4,7.8,0.152,2.2,0.6,2.8,3.0,,westda01,2010-2011
Jeff Green,24,2TM,SF,75,51,2427,12.9,0.538,0.257,0.298,3.7,13.5,8.8,7.2,1.1,1.1,9.6,19.5,2.4,2.4,4.8,0.095,-0.6,-0.5,-1.1,0.5,,greenje02,2010-2011
Jeff Green,24,OKC,PF,49,49,1815,12.9,0.533,0.298,0.293,3.8,13.5,8.8,7.9,1.1,0.8,9.8,19.3,1.9,1.4,3.3,0.087,-0.3,-0.9,-1.2,0.3,,greenje02,2010-2011
Jeff Green,24,BOS,SF,26,2,612,12.9,0.553,0.134,0.312,3.4,13.3,8.6,5.1,1.1,2.0,9.1,19.8,0.5,1.0,1.5,0.118,-1.5,0.8,-0.7,0.2,,greenje02,2010-2011
Manu Ginóbili,33,SAS,SG,80,79,2426,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,6.6,3.2,9.9,0.195,4.1,1.3,5.4,4.5,MVP-8ASNBA3,ginobma01,2010-2011
Luis Scola,30,HOU,PF,74,74,2412,18.4,0.538,0.003,0.257,6.9,21.6,14.2,13.7,1.0,1.3,10.5,25.7,3.3,2.2,5.5,0.110,0.4,-0.8,-0.4,1.0,,scolalu01,2010-2011
Metta World Peace,31,LAL,SF,82,82,2410,11.2,0.485,0.354,0.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,1.2,3.2,4.4,0.088,-1.4,1.5,0.2,1.3,DPOY-18,artesro01,2010-2011
Grant Hill,38,PHO,SF,80,80,2409,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13.0,1.4,1.1,12.5,20.1,3.1,1.3,4.4,0.087,-0.2,-0.3,-0.5,0.9,DPOY-7,hillgr01,2010-2011
Stephen Jackson,32,CHA,SG,67,67,2405,14.6,0.520,0.339,0.288,2.6,12.7,7.7,18.4,1.8,0.9,14.9,27.4,-0.2,2.1,1.9,0.039,0.2,-0.7,-0.5,0.9,,jacksst02,2010-2011
Wilson Chandler,23,2TM,SF,72,49,2401,14.6,0.537,0.336,0.169,3.6,15.9,9.7,8.1,1.0,2.9,9.2,20.9,2.1,1.9,3.9,0.079,0.2,-0.4,-0.2,1.1,,chandwi01,2010-2011
Wilson Chandler,23,NYK,SF,51,30,1759,15.7,0.548,0.344,0.167,4.0,15.8,9.8,8.1,1.0,2.9,8.1,21.0,2.3,1.2,3.4,0.094,0.8,-0.8,0.0,0.9,,chandwi01,2010-2011
Wilson Chandler,23,DEN,SF,21,19,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,-0.2,0.7,0.5,0.037,-1.5,0.7,-0.8,0.2,,chandwi01,2010-2011
Shane Battier,32,2TM,SF,82,59,2375,12.3,0.567,0.525,0.183,4.4,13.7,9.0,11.1,1.5,2.4,12.6,11.7,2.9,2.2,5.1,0.103,0.6,0.9,1.4,2.0,,battish01,2010-2011
Shane Battier,32,HOU,SF,59,59,1818,12.9,0.577,0.551,0.186,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,2.3,1.7,4.0,0.105,0.8,1.1,1.9,1.8,,battish01,2010-2011
Shane Battier,32,MEM,SF,23,0,557,10.6,0.530,0.416,0.168,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,0.5,0.6,1.1,0.097,-0.3,0.2,-0.1,0.3,,battish01,2010-2011
Michael Beasley,22,MIN,SF,73,73,2361,15.5,0.510,0.132,0.234,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.7,1.0,1.7,0.035,0.0,-1.8,-1.8,0.1,,beaslmi01,2010-2011
Darren Collison,23,IND,PG,79,79,2360,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,2.1,2.2,4.3,0.087,0.4,-0.7,-0.3,1.0,,collida01,2010-2011
Travis Outlaw,26,NJN,SF,82,55,2358,8.8,0.469,0.345,0.234,2.6,14.0,8.1,5.8,0.8,1.2,8.1,17.3,-0.4,1.2,0.8,0.016,-2.4,-1.1,-3.5,-0.9,,outlatr01,2010-2011
Andrea Bargnani,25,TOR,C,66,66,2353,16.4,0.533,0.190,0.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,0.052,1.2,-2.6,-1.4,0.4,,bargnan01,2010-2011
Arron Afflalo,25,DEN,SG,69,69,2324,13.6,0.620,0.396,0.260,2.3,9.9,6.2,10.9,0.7,1.0,9.2,14.8,4.8,1.4,6.2,0.128,1.7,-0.3,1.4,2.0,,afflaar01,2010-2011
Jameer Nelson,28,ORL,PG,76,76,2319,15.4,0.548,0.354,0.193,1.9,9.3,5.7,33.7,1.7,0.1,17.6,22.0,3.4,3.2,6.6,0.136,1.0,0.1,1.1,1.8,,nelsoja01,2010-2011
Chauncey Billups,34,2TM,PG,72,72,2310,18.7,0.617,0.457,0.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,6.6,1.4,8.0,0.166,3.7,-1.2,2.6,2.7,,billuch01,2010-2011
Chauncey Billups,34,DEN,PG,51,51,1646,18.6,0.634,0.444,0.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,4.7,1.1,5.8,0.171,3.8,-0.9,2.9,2.1,,billuch01,2010-2011
Chauncey Billups,34,NYK,PG,21,21,664,19.1,0.582,0.484,0.512,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,1.9,0.2,2.1,0.155,3.4,-1.8,1.6,0.6,,billuch01,2010-2011
DeMarcus Cousins,20,SAC,C,81,62,2309,14.6,0.484,0.018,0.400,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4,ROY-3,couside01,2010-2011
Glen Davis,25,BOS,C,78,13,2298,12.8,0.499,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1.0,8.5,20.9,0.6,4.3,4.9,0.102,-2.6,0.7,-1.9,0.0,6MOY-4,davisgl01,2010-2011
Jamal Crawford,30,ATL,SG,76,0,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.6,-1.6,-1.0,0.6,6MOY-5,crawfja01,2010-2011
Andrew Bogut,26,MIL,C,65,65,2297,16.7,0.496,0.005,0.292,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,0.3,5.1,5.4,0.112,-1.0,2.4,1.3,1.9,DPOY-6,bogutan01,2010-2011
Derek Fisher,36,LAL,PG,82,82,2297,8.9,0.486,0.301,0.195,0.7,6.6,3.7,14.0,2.3,0.3,10.9,12.8,1.2,2.5,3.7,0.078,-3.2,1.3,-2.0,0.0,,fishede01,2010-2011
Nenê,28,DEN,C,75,75,2291,20.4,0.657,0.008,0.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,6.4,3.1,9.6,0.201,2.1,1.5,3.6,3.2,,hilarne01,2010-2011
Emeka Okafor,28,NOH,C,72,72,2287,16.0,0.584,0.002,0.492,12.2,24.3,18.2,3.0,0.9,4.6,15.7,15.8,2.7,3.8,6.5,0.136,-0.9,0.5,-0.4,0.9,,okafoem01,2010-2011
Mike Bibby,32,3TM,PG,80,68,2285,10.9,0.570,0.604,0.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,2.2,1.8,4.0,0.085,-0.6,-0.4,-0.9,0.6,,bibbymi01,2010-2011
Mike Bibby,32,ATL,PG,56,56,1674,11.7,0.570,0.580,0.104,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15.0,1.9,1.2,3.1,0.089,-0.3,-0.3,-0.6,0.6,,bibbymi01,2010-2011
Mike Bibby,32,WAS,PG,2,0,29,1.1,0.111,0.444,0.000,0.0,12.2,5.9,37.8,1.8,0.0,10.0,15.2,-0.1,0.0,-0.1,-0.161,-8.4,-0.7,-9.1,-0.1,,bibbymi01,2010-2011
Mike Bibby,32,MIA,PG,22,12,582,9.0,0.601,0.698,0.127,0.4,9.1,5.0,14.1,1.0,0.4,19.4,13.3,0.4,0.6,1.0,0.084,-1.0,-0.5,-1.5,0.1,,bibbymi01,2010-2011
J.J. Hickson,22,CLE,C,80,66,2256,15.6,0.503,0.005,0.392,10.8,25.0,17.7,7.5,1.1,1.8,13.6,25.5,-0.2,1.7,1.5,0.032,-1.8,-2.1,-3.8,-1.1,,hicksjj01,2010-2011
Devin Harris,27,2TM,PG,71,70,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.089,1.9,-1.3,0.6,1.5,,harride01,2010-2011
Devin Harris,27,NJN,PG,54,54,1724,17.6,0.543,0.180,0.502,0.7,8.3,4.4,41.2,1.8,0.2,17.5,24.4,2.6,0.9,3.4,0.096,2.0,-0.8,1.2,1.4,,harride01,2010-2011
Devin Harris,27,UTA,PG,17,16,530,15.7,0.552,0.348,0.473,1.4,7.8,4.6,28.3,1.3,0.3,16.8,25.2,0.7,0.1,0.8,0.068,1.5,-3.0,-1.5,0.1,,harride01,2010-2011
Shawn Marion,32,DAL,SF,80,27,2253,17.0,0.551,0.040,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,2.3,3.4,5.6,0.120,-0.1,0.4,0.3,1.3,,mariosh01,2010-2011
